timestamp,demand_mw,observation_type,source,report_file
2026-08-23T10:00:00+05:30,3006.0,morning_peak,MSLDC Daily System Operations Report,WEBSITE23Aug2026.pdf
2026-08-23T16:00:00+05:30,3060.0,day_peak,MSLDC Daily System Operations Report,WEBSITE23Aug2026.pdf
2026-08-23T20:00:00+05:30,2992.0,evening_peak,MSLDC Daily System Operations Report,WEBSITE23Aug2026.pdf
2026-08-24T03:00:00+05:30,2471.0,night_minimum,MSLDC Daily System Operations Report,WEBSITE24Aug2026.pdf
2026-08-24T10:00:00+05:30,3533.0,morning_peak,MSLDC Daily System Operations Report,WEBSITE24Aug2026.pdf
2026-08-24T16:00:00+05:30,3729.0,day_peak,MSLDC Daily System Operations Report,WEBSITE24Aug2026.pdf
2026-08-24T20:00:00+05:30,3494.0,evening_peak,MSLDC Daily System Operations Report,WEBSITE24Aug2026.pdf
2026-08-25T03:00:00+05:30,2527.0,night_minimum,MSLDC Daily System Operations Report,WEBSITE25Aug2026.pdf
2026-08-25T10:00:00+05:30,3567.0,morning_peak,MSLDC Daily System Operations Report,WEBSITE25Aug2026.pdf
2026-08-25T16:00:00+05:30,3774.0,day_peak,MSLDC Daily System Operations Report,WEBSITE25Aug2026.pdf
2026-08-25T20:00:00+05:30,3585.0,evening_peak,MSLDC Daily System Operations Report,WEBSITE25Aug2026.pdf
2026-08-26T03:00:00+05:30,2466.0,night_minimum,MSLDC Daily System Operations Report,WEBSITE26Aug2026.pdf
2026-08-26T10:00:00+05:30,3442.0,morning_peak,MSLDC Daily System Operations Report,WEBSITE26Aug2026.pdf
2026-08-26T16:00:00+05:30,3659.0,day_peak,MSLDC Daily System Operations Report,WEBSITE26Aug2026.pdf
2026-08-26T20:00:00+05:30,3441.0,evening_peak,MSLDC Daily System Operations Report,WEBSITE26Aug2026.pdf
2026-08-27T03:00:00+05:30,2611.0,night_minimum,MSLDC Daily System Operations Report,WEBSITE27Aug2026.pdf
2026-08-27T10:00:00+05:30,3814.0,morning_peak,MSLDC Daily System Operations Report,WEBSITE27Aug2026.pdf
2026-08-27T16:00:00+05:30,3781.0,day_peak,MSLDC Daily System Operations Report,WEBSITE27Aug2026.pdf
2026-08-27T20:00:00+05:30,3523.0,evening_peak,MSLDC Daily System Operations Report,WEBSITE27Aug2026.pdf
